key,place,name,bounds,query,score
גבעת_כח,village,"[""גבעת כח""]","[34.9301665, 32.024248, 34.9424396, 32.0372467]",גבעת כח,159.53434496998563
גבעת_משה,suburb,"[""גבעת משה""]","[34.9156921, 32.2904669, 34.9200502, 32.2935987]",גבעת משה,1.3648697579985407
גבעת_ניל_י,village,"[""גבעת ניל״י""]","[35.0363588, 32.5440845, 35.0486514, 32.5519827]",גבעת ניל״י,97.08941332004328
גבעת_סלעית,,"[""גבעת סלעית""]","[35.5092278, 32.362305, 35.5111619, 32.3646638]",גבעת סלעית,0.45621550800055477
גבעת_עדה,village,"[""גבעת עדה""]","[34.99091, 32.5135336, 35.0201836, 32.5279632]",גבעת עדה,422.4063385600397
גבעת_עוז,village,"[""גבעת עוז""]","[35.1952652, 32.5514555, 35.2016533, 32.5593471]",גבעת עוז,50.412329959921244
גבעת_שמואל,town,"[""גבעת שמואל""]","[34.8433717, 32.0659362, 34.8599797, 32.089877]",גבעת שמואל,1988.0440319996162
גבעת_שפירא,village,"[""גבעת שפירא""]","[34.873606, 32.3550954, 34.8784798, 32.3595385]",גבעת שפירא,21.654780779974445
גבעת_שרת,quarter,"[""גבעת שרת""]","[34.9733421, 31.7345405, 34.989341, 31.7471666]",גבעת שרת,20.200371128997137
גבעתי,village,"[""גבעתי""]","[34.6730263, 31.7255686, 34.6882827, 31.7402365]",גבעתי,223.77934956012234
גבעתיים,town,"[""גבעתיים""]","[34.7978591, 32.0584284, 34.8207366, 32.0818757]",גבעתיים,2682.078028750082
גברעם,village,"[""גברעם""]","[34.6086359, 31.5886588, 34.6164637, 31.5952602]",גברעם,51.67443891994061
גבת,village,"[""גבת""]","[35.2062371, 32.6704421, 35.2185316, 32.6785244]",גבת,99.36783734994333
גדות,village,"[""גדות""]","[35.6147306, 33.0144072, 35.6233484, 33.0216876]",גדות,62.741031119963814
גדיש,village,"[""גדיש""]","[35.2400748, 32.5557861, 35.2496962, 32.5630673]",גדיש,70.05533768001514
גדעונה,village,"[""גדעונה""]","[35.3568799, 32.5466562, 35.3617073, 32.5502942]",גדעונה,17.56208119999767
גדרה,town,"[""גדרה""]","[34.765677, 31.797719, 34.7930743, 31.824856]",גדרה,3717.4026505005168
גונן,village,"[""גונן""]","[35.6425392, 33.1170559, 35.649202, 33.1294691]",גונן,82.70666896004104
גורן,village,"[""גורן""]","[35.2316978, 33.0534683, 35.2463196, 33.0598708]",גורן,93.61607450000426
גזית,village,"[""גזית""]","[35.4422373, 32.6328475, 35.4520472, 32.6429313]",גזית,98.92106962004276
גזר,village,"[""גזר""]","[34.9162392, 31.8729222, 34.9254228, 31.8795073]",גזר,60.47492435998934
גיאה,village,"[""גיאה""]","[34.5969108, 31.6205586, 34.611296, 31.6338443]",גיאה,191.1174516400061
גיבתון,village,"[""גיבתון""]","[34.7966479, 31.8859622, 34.8040058, 31.8916688]",גיבתון,41.98859213997214
גיזו,village,"[""גיזו""]","[34.9365229, 31.8022858, 34.9412899, 31.8063392]",גיזו,19.322557800004816
גילון,village,"[""גילון""]","[35.2269445, 32.9000359, 35.248074, 32.908014]",גילון,168.5732639500592
גילעם,village,"[""גילעם""]","[35.1366889, 32.8199142, 35.1418295, 32.8223486]",גילעם,12.51427663998541
גילת,village,"[""גילת""]","[34.6426087, 31.3211632, 34.6625201, 31.3358923]",גילת,293.277001740081
גינוסר_גנוסר,village,"[""גינוסר"", ""גנוסר""]","[35.5197042, 32.8439842, 35.5275952, 32.8507458]",גינוסר,53.3557855999835
גינתון,village,"[""גינתון""]","[34.9088839, 31.9584191, 34.9197087, 31.9674522]",גינתון,97.78150088001473
גיתה,village,"[""גיתה""]","[35.2455142, 32.9658252, 35.2512856, 32.9691292]",גיתה,19.068705600001255
גיתית,village,"[""גיתית""]","[35.3936247, 32.0996446, 35.3985374, 32.1045544]",גיתית,24.120374460027584
גלאון,village,"[""גלאון""]","[34.843218, 31.6304966, 34.8537868, 31.6366889]",גלאון,65.44518023999439
גלגל,village,"[""גלגל""]","[35.4423907, 31.9979564, 35.4468593, 32.0031915]",גלגל,23.393567860014898
גליל_ים,village,"[""גליל ים""]","[34.8273181, 32.1544007, 34.8348513, 32.1600817]",גליל ים,42.796109200006015
גלעד,village,"[""גלעד""]","[35.0714174, 32.5536398, 35.080605, 32.5602177]",גלעד,60.43511404001262
גמזו,village,"[""גמזו""]","[34.9341724, 31.9245752, 34.9486202, 31.9345961]",גמזו,144.77995902000194
גן_הדרום,village,"[""גן הדרום""]","[34.6937478, 31.7992219, 34.7081686, 31.8108519]",גן הדרום,167.71390400004378
גן_השומרון_גן_שומרון,village,"[""גן השומרון"", ""גן שומרון""]","[34.9928727, 32.4575206, 35.0036775, 32.4685394]",גן השומרון,119.05593023997471
גן_השרון,village,"[""גן השרון""]","[34.9043517, 32.186302, 34.9106226, 32.1905344]",גן השרון,26.540957160013235
גן_חיים,village,"[""גן חיים""]","[34.898536, 32.1911411, 34.9117615, 32.1986592]",גן חיים,99.43063154996113
גן_יאשיה,village,"[""גן יאשיה""]","[34.9847004, 32.3445352, 35.0015258, 32.3558352]",גן יאשיה,190.12701999999652
גן_יבנה,village,"[""גן יבנה""]","[34.6862603, 31.7757485, 34.7245605, 31.7999921]",גן יבנה,928.5347287201195
גן_נר,village,"[""גן נר""]","[35.3304464, 32.5239231, 35.344775, 32.5382975]",גן נר,205.965027840002
גן_שורק,village,"[""גן שורק""]","[34.7527266, 31.9417631, 34.7706084, 31.9483862]",גן שורק,118.43294958002724
גן_שלמה_קבוצת_שילר,village,"[""גן שלמה"", ""קבוצת שילר""]","[34.7945814, 31.8747264, 34.8025581, 31.8817869]",קבוצת שילר,56.319490350014476
גן_שמואל,village,"[""גן שמואל""]","[34.9462517, 32.4467827, 34.9571616, 32.4576428]",גן שמואל,118.48260499003942
גנות,village,"[""גנות""]","[34.823034, 32.013174, 34.8355117, 32.0231768]",גנות,124.81193756000918
גנות_הדר,village,"[""גנות הדר""]","[34.8959119, 32.3163618, 34.9030973, 32.3236414]",גנות הדר,52.30683783995791
גני_הדר,village,"[""גני הדר""]","[34.8487985, 31.8768712, 34.8592913, 31.8800612]",גני הדר,33.47203200000513
גני_טל,village,"[""גני טל""]","[34.7865119, 31.7847296, 34.797299, 31.7916931]",גני טל,75.11597085002523
גני_יהודה,village,"[""גני יהודה""]","[34.8674191, 32.0362303, 34.8826157, 32.0456984]",גני יהודה,143.88292846001968
גני_יוחנן,village,"[""גני יוחנן""]","[34.831417, 31.8525106, 34.8477989, 31.8620569]",גני יוחנן,156.38653196999374
גני_מודיעין,village,"[""גני מודיעין""]","[35.0120715, 31.9262725, 35.0218215, 31.9319023]",גני מודיעין,54.89055000003417
גני_עם,village,"[""גני עם""]","[34.8977592, 32.1485107, 34.905161, 32.1541961]",גני עם,42.082193719961055
גני_תקווה,village,"[""גני תקווה""]","[34.8665007, 32.0552684, 34.8831304, 32.0672831]",גני תקווה,199.80085658985922
גניגר,village,"[""גניגר""]","[35.2520718, 32.660785, 35.2630951, 32.6669288]",גניגר,67.72495054002944
געש,village,"[""געש""]","[34.8205666, 32.2252506, 34.8281475, 32.2323869]",געש,54.09957666999791
געתון,village,"[""געתון""]","[35.2095494, 33.003883, 35.2211391, 33.0084072]",געתון,52.434120739993794
גפן,village,"[""גפן""]","[34.8740805, 31.7359908, 34.8818052, 31.7467938]",גפן,83.44993410003994
גרופית,village,"[""גרופית""]","[35.0624303, 29.9371579, 35.0663133, 29.9443777]",גרופית,28.034483399967705
גרנות_הגליל,village,"[""גרנות הגליל""]","[35.2476477, 33.0572945, 35.2528911, 33.0612737]",גרנות הגליל,20.864537280008598
גשור,village,"[""גשור""]","[35.7121643, 32.8131595, 35.7259928, 32.8216567]",גשור,117.50353020003145
גשר,village,"[""גשר""]","[35.5481552, 32.6162857, 35.5549492, 32.6252505]",גשר,60.906851200064935
גשר_הזיו,village,"[""גשר הזיו""]","[35.106919, 33.0338768, 35.1156005, 33.0452314]",גשר הזיו,98.57495989999262
גת,village,"[""גת""]","[34.7903851, 31.6227471, 34.798008, 31.6325655]",גת,74.84468135998738
גת_רימון,village,"[""גת רימון""]","[34.873413, 32.0667515, 34.8853569, 32.0699596]",גת רימון,38.31722558993363
דאחיה,village,"[""דאחיה""]","[34.7639282, 31.4242695, 34.7797107, 31.4309892]",דאחיה,106.05366524996836
דבורה,village,"[""דבורה""]","[35.2592623, 32.5481357, 35.2697419, 32.5580649]",דבורה,104.05404431991123
דבוריה,village,"[""דבוריה""]","[35.3620708, 32.681004, 35.3809106, 32.6990716]",דבוריה,340.3899704800744
דביר_דבירה,village,"[""דביר"", ""דבירה""]","[34.8177545, 31.4092471, 34.8303451, 31.4167944]",דבירה,95.0250353800069
דברת,village,"[""דברת""]","[35.3459362, 32.6450015, 35.3537768, 32.6515986]",דברת,51.72522226001375
דגניה_א,village,"[""דגניה א׳""]","[35.5710794, 32.7038292, 35.5784292, 32.710956]",דגניה א׳,52.38055464001349
דגניה_ב,village,"[""דגניה ב׳""]","[35.5702447, 32.6964271, 35.5807252, 32.702604]",דגניה ב׳,64.73700044999744
דוב_ב,village,"[""דוב״ב""]","[35.400112, 33.0483942, 35.4127452, 33.0558549]",דוב״ב,94.25251524006123
דובב_מישרים_שפע_חיים,quarter,"[""דובב מישרים"", ""שפע חיים""]","[34.9704765, 31.6968484, 34.9781768, 31.7023595]",דובב מישרים,4.243712333001568
דולב,village,"[""דולב""]","[35.1265221, 31.9236608, 35.1394013, 31.929361]",דולב,73.4140158399987
דור,village,"[""דור""]","[34.9211346, 32.6037028, 34.925185, 32.6106081]",דור,27.96922711997803
דורא_אל_קרע,village,"[""דורא אל-קרע""]","[35.2240626, 31.9550581, 35.2324969, 31.963269]",דורא אל-קרע,69.25319386999422
דורות,village,"[""דורות""]","[34.6411786, 31.5010473, 34.6501651, 31.5102745]",דורות,82.92023280000372
דחי,village,"[""דחי""]","[35.3403873, 32.6184849, 35.3473733, 32.6239259]",דחי,38.01082600002035
דימונה,town,"[""דימונה""]","[34.9689689, 30.9318994, 35.2012174, 31.2241785]",דימונה,339406.912781748
דיר_אל_אסד,village,"[""דיר אל אסד""]","[35.2563109, 32.9299967, 35.2792341, 32.9429836]",דיר אל אסד,297.7013060799522
דיר_בלוט,village,"[""דיר בלוט""]","[35.0128344, 32.0592003, 35.0326002, 32.0694013]",דיר בלוט,201.6309257999882
דיר_חנא,village,"[""דיר חנא""]","[35.3520152, 32.8579147, 35.3807124, 32.8676755]",דיר חנא,280.1076297598936
דיר_שרף,village,"[""דיר שרף""]","[35.184408, 32.2487917, 35.193191, 32.2576967]",דיר שרף,78.21261499999753
דישון,village,"[""דישון""]","[35.5138639, 33.0776066, 35.5204208, 33.0852077]",דישון,49.83965258996544
דליה,village,"[""דליה""]","[35.0662582, 32.5854936, 35.0816737, 32.5932359]",דליה,119.35142565008388
דלתון,village,"[""דלתון""]","[35.4767891, 33.0135106, 35.4951478, 33.0204883]",דלתון,128.1015009900056
דמיידה,village,"[""דמיידה""]","[35.2233989, 32.8122963, 35.2325404, 32.8184281]",דמיידה,56.05384969997693
דן,village,"[""דן""]","[35.6488747, 33.2363628, 35.6585874, 33.2436132]",דן,70.42096007997816
דפנה,village,"[""דפנה""]","[35.6324026, 33.2251239, 35.6427913, 33.234218]",דפנה,94.47587666998635
דקל,village,"[""דקל""]","[34.3356994, 31.189957, 34.3517735, 31.2007277]",דקל,173.12930887000178
דריג_את,village,"[""דריג׳את""]","[35.0732074, 31.2974005, 35.0790439, 31.3040377]",דריג׳את,38.73801780000675
האון,village,"[""האון""]","[35.6209399, 32.7246476, 35.6266105, 32.72989]",האון,29.727553439974216
הבונים,village,"[""הבונים""]","[34.9307929, 32.6311198, 34.9359341, 32.6408461]",הבונים,50.00485355995592
הגושרים,village,"[""הגושרים""]","[35.6147043, 33.2166433, 35.6279609, 33.2243852]",הגושרים,102.63127153997601
הדר_עם,village,"[""הדר עם""]","[34.896205, 32.3461846, 34.9068289, 32.3523395]",הדר עם,65.38904210997687
הוד_השרון,town,"[""הוד השרון""]","[34.8550686, 32.1200872, 34.9281032, 32.1719584]",הוד השרון,18941.961717600214
הודיה,village,"[""הודיה""]","[34.6342542, 31.6667472, 34.6515737, 31.6809547]",הודיה,246.0667962500114
הוואשלה,village,"[""הוואשלה""]","[34.9766789, 31.088319, 34.9838919, 31.0980329]",הוואשלה,70.06636070001052
הוזייל,,"[""הוזייל""]","[34.7559689, 31.4124694, 34.7668674, 31.4171498]",הוזייל,5.100933940003248
הושעיה,village,"[""הושעיה""]","[35.2842826, 32.7538017, 35.3014933, 32.7634964]",הושעיה,166.85257329007058
הזורע,village,"[""הזורע""]","[35.1138756, 32.6360783, 35.1256148, 32.6488577]",הזורע,150.01993248000556
הזורעים,village,"[""הזורעים""]","[35.4943077, 32.7395767, 35.5083213, 32.7527536]",הזורעים,184.65580583994696
החווה_של_מיכה,hamlet,"[""החווה של מיכה""]","[35.3517685, 31.9845593, 35.3566946, 31.9883094]",החווה של מיכה,9.236683804992063
החותרים,village,"[""החותרים""]","[34.9526858, 32.7487855, 34.9625108, 32.7551999]",החותרים,63.021480000036334
היוגב,village,"[""היוגב""]","[35.1922976, 32.6033307, 35.2164629, 32.6174829]",היוגב,341.99215865995234
הכפר_הירוק,village,"[""הכפר הירוק""]","[34.8226075, 32.1314137, 34.8327468, 32.1377679]",הכפר הירוק,64.42714006000652
הכפר_השוודי,village,"[""הכפר השוודי""]","[34.2195222, 31.3223717, 34.2224497, 31.3246816]",הכפר השוודי,6.762232249996924
המעפיל,village,"[""המעפיל""]","[34.9790221, 32.3746222, 34.987426, 32.3812288]",המעפיל,55.521205740025195
הסוללים,village,"[""הסוללים""]","[35.2322321, 32.7484489, 35.2415928, 32.7534453]",הסוללים,46.7698014800392
העוגן,village,"[""העוגן""]","[34.9203488, 32.358088, 34.927733, 32.36524]",העוגן,52.81179840001378
הר_אדר,town,"[""הר אדר""]","[35.1240834, 31.8202595, 35.1360099, 31.8323322]",הר אדר,719.9252827497044
הר_ברכה,village,"[""הר ברכה""]","[35.2613284, 32.1897577, 35.2683774, 32.1970986]",הר ברכה,51.74600409998385
הר_גילה,,"[""הר גילה""]","[35.1631058, 31.7189048, 35.1757438, 31.726317]",הר גילה,9.367538360003158
הר_חלוץ,village,"[""הר חלוץ""]","[35.3091633, 32.9473133, 35.316139, 32.9525604]",הר חלוץ,36.602195470027844
הר_עמשא,village,"[""הר עמשא""]","[35.1008131, 31.3417912, 35.1027989, 31.3443464]",הר עמשא,5.074116159999331
הראל,village,"[""הראל""]","[34.9451082, 31.8065945, 34.9544286, 31.8120016]",הראל,50.39633483999381
הרדוף,village,"[""הרדוף""]","[35.1690024, 32.760436, 35.1788428, 32.7663076]",הרדוף,57.778892639999555
הרצליה,town,"[""הרצליה""]","[34.7876295, 32.1440235, 34.8646255, 32.2029179]",הרצליה,22673.166112000265
הררית,village,"[""הררית""]","[35.3650261, 32.8443836, 35.3729563, 32.8471954]",הררית,22.29813635996276
התמר,village,"[""התמר""]","[34.5296131, 31.4326966, 34.5384636, 31.4373423]",התמר,41.1167678500152
ואדי_אבו_צוואן,hamlet,"[""ואדי אבו צוואן""]","[35.3077598, 31.7642002, 35.3120285, 31.76747]",ואדי אבו צוואן,6.978897629991671
ואדי_אל_אווג,hamlet,"[""ואדי אל אווג""]","[35.3186438, 31.767898, 35.3304469, 31.7749793]",ואדי אל אווג,41.79064601500221
ואדי_אל_חמאם,village,"[""ואדי אל-חמאם""]","[35.4828632, 32.8281027, 35.495088, 32.832]",ואדי אל-חמאם,47.64371304000267
ואדי_אל_משאש,hamlet,"[""ואדי אל-משאש""]","[34.8426686, 31.0781121, 34.8521967, 31.0840663]",ואדי אל-משאש,28.366106509998495
ואדי_אל_קלט,hamlet,"[""ואדי אל קלט""]","[35.3770533, 31.8191773, 35.3853744, 31.8362657]",ואדי אל קלט,71.09714262002362
ואדי_אריכא,village,"[""ואדי אריכא""]","[34.7779672, 30.6769059, 34.7957006, 30.6924924]",ואדי אריכא,276.40163910002906
ואדי_קנה,hamlet,"[""ואדי קנה""]","[35.102878, 32.1570689, 35.1262066, 32.161543]",ואדי קנה,52.18724463004961
ואדי_שובאש,hamlet,"[""ואדי שובאש""]","[35.3870077, 32.4036583, 35.4085768, 32.4096811]",ואדי שובאש,64.95318774004268
וער_אל_ביק,hamlet,"[""וער אל ביק""]","[35.2614448, 31.8027915, 35.2677137, 31.8086304]",וער אל ביק,18.30174010499644
ורד_יריחו,village,"[""ורד יריחו""]","[35.4261386, 31.8248146, 35.4351915, 31.8292288]",ורד יריחו,39.96131117999589
ורדון,village,"[""ורדון""]","[34.7770842, 31.6611736, 34.7837336, 31.6656784]",ורדון,29.954217119998773
זבארגה,village,"[""זבארגה""]","[35.0233287, 31.2361427, 35.0280815, 31.2404358]",זבארגה,20.40424568000196
זבדיאל,village,"[""זבדיאל""]","[34.7555366, 31.6525122, 34.765862, 31.6654127]",זבדיאל,133.20282269999717
זוהר,village,"[""זוהר""]","[34.6893367, 31.5926083, 34.6973013, 31.5982691]",זוהר,45.08600768001523
זימרת,village,"[""זימרת""]","[34.545908, 31.4435817, 34.5606931, 31.4515701]",זימרת,118.10929284006761
זיקים,village,"[""זיקים""]","[34.5164509, 31.6049139, 34.5250463, 31.6128765]",זיקים,68.44173203996992
זיתן,village,"[""זיתן""]","[34.880851, 31.970972, 34.8971325, 31.9806941]",זיתן,158.2903711500003
זכרון_יעקב,town,"[""זכרון יעקב""]","[34.9383213, 32.5567254, 34.9675286, 32.5904329]",זכרון יעקב,4922.525323751323
זכריה,village,"[""זכריה""]","[34.9393118, 31.7058644, 34.9499079, 31.7130668]",זכריה,76.31735064001202
זלפה,village,"[""זלפה""]","[35.174408, 32.5435121, 35.1929096, 32.554913]",זלפה,210.93489143997112
זנוח,village,"[""זנוח""]","[34.9935962, 31.7286099, 35.003974, 31.7353236]",זנוח,69.67343586002833
זעאתרת_אזעיים_זנבא,hamlet,"[""זעאתרת אזעיים-זנבא""]","[35.2762414, 31.7929806, 35.280177, 31.7977588]",זעאתרת אזעיים-זנבא,9.402541959997118
זרועה,village,"[""זרועה""]","[34.6196075, 31.4543709, 34.6291432, 31.462831]",זרועה,80.672975570012
זרזיר,village,"[""זרזיר""]","[35.2095354, 32.7219284, 35.2223317, 32.7325385]",זרזיר,135.7700226298999
זרחיה,village,"[""זרחיה""]","[34.7392713, 31.676492, 34.7536461, 31.6877928]",זרחיה,162.4467398399976
זרעית,village,"[""זרעית""]","[35.2843967, 33.0975556, 35.2924066, 33.1025973]",זרעית,40.3835128299845
ח_ראיב_אום_א_לחם,hamlet,"[""ח׳ראיב אום א-לחם""]","[35.0912495, 31.8360626, 35.0975044, 31.8424883]",ח׳ראיב אום א-לחם,20.09605546497572
ח_רבת_אבו_ענקר,hamlet,"[""ח׳רבת אבו ענקר""]","[35.390226, 32.4860372, 35.3923212, 32.4874344]",ח׳רבת אבו ענקר,1.4637067199991083
ח_רבת_אל_מראג_ם,hamlet,"[""ח׳רבת אל מראג׳ם""]","[35.3562197, 32.0442069, 35.3592345, 32.049927]",ח׳רבת אל מראג׳ם,8.622478740003919
ח_רבת_טאנא,hamlet,"[""ח׳רבת טאנא""]","[35.3899421, 32.1518829, 35.4011695, 32.1628799]",ח׳רבת טאנא,61.733858900033525
ח_רבת_מסעוד,hamlet,"[""ח׳רבת מסעוד""]","[35.1121798, 32.4414573, 35.11523, 32.4435322]",ח׳רבת מסעוד,3.1644299899917994
ח_רבת_סבעין,hamlet,"[""ח׳רבת סבעין""]","[35.3264299, 32.4347238, 35.3300902, 32.4365024]",ח׳רבת סבעין,3.255104790002733
ח_רבת_סרה,hamlet,"[""ח׳רבת סרה""]","[35.3062682, 32.0554552, 35.308323, 32.0569988]",ח׳רבת סרה,1.5858946400078133
ח_רבת_ר_ווין_אל_פוקא,hamlet,"[""ח׳רבת ר׳ווין אל פוקא""]","[35.0757866, 31.3592414, 35.0807646, 31.3637317]",ח׳רבת ר׳ווין אל פוקא,11.176356700004078
חבצלת_השרון,village,"[""חבצלת השרון""]","[34.8581384, 32.3578615, 34.8668668, 32.3633044]",חבצלת השרון,47.507808359961736
חבר,village,"[""חבר""]","[35.260554, 32.5452786, 35.2678839, 32.5501757]",חבר,35.895253289964124
חברון,,"[""חברון""]","[35.057114, 31.4964371, 35.1275458, 31.5649922]",חברון,482.84590921799287
חגור,village,"[""חגור""]","[34.9410824, 32.1309737, 34.9525067, 32.1446517]",חגור,156.2615754000077
חגלה,village,"[""חגלה""]","[34.9206668, 32.3834674, 34.9297359, 32.3917376]",חגלה,75.00327081996701
חד_נס,village,"[""חד נס""]","[35.6346553, 32.9247891, 35.6455152, 32.9395247]",חד נס,160.02714244001484
חדיד,village,"[""חדיד""]","[34.9217322, 31.9651257, 34.9397223, 31.9718351]",חדיד,120.70277693996074
חדרה,city,"[""חדרה""]","[34.8623456, 32.4033988, 34.9786073, 32.4781612]",חדרה,86920.03720080711
חוג_ייראת,village,"[""חוג׳ייראת""]","[35.2875601, 32.8345652, 35.2899666, 32.8359445]",חוג׳ייראת,3.3192854499904345
חוואלד,village,"[""חוואלד""]","[35.1338245, 32.7668845, 35.1395967, 32.7735964]",חוואלד,38.74242917996506
חוות_אלה_צדק,village,"[""חוות אלה (צדק)""]","[34.8964002, 31.4419044, 34.8995083, 31.445055]",חוות אלה (צדק),9.792379860000134
חוות_גלעד,hamlet,"[""חוות גלעד""]","[35.1781798, 32.1959052, 35.1842732, 32.205132]",חוות גלעד,28.11129155998963
חוות_העיטם,hamlet,"[""חוות העיטם""]","[35.1882603, 31.6747963, 35.1900559, 31.675997]",חוות העיטם,1.0779884599949265
חוות_שקד,hamlet,"[""חוות שקד""]","[35.2378327, 32.1594528, 35.2430165, 32.1657207]",חוות שקד,16.24577001002627
חולדה,village,"[""חולדה""]","[34.8786666, 31.8278221, 34.8872722, 31.8353469]",חולדה,64.7554188799874
חולון,city,"[""חולון""]","[34.7552863, 31.9887223, 34.8147651, 32.0386707]",חולון,29708.708939199296
חוליות_שדה_נחמיה,village,"[""חוליות"", ""שדה נחמיה""]","[35.6192681, 33.1828467, 35.6300142, 33.1906358]",שדה נחמיה,83.70244751002878
חולית,village,"[""חולית""]","[34.3233829, 31.2296913, 34.3284692, 31.2352312]",חולית,28.17759337002313
חולתה,village,"[""חולתה""]","[35.6060199, 33.0485943, 35.6138865, 33.0547534]",חולתה,48.45117606003807
חומסה_אל_תחתא,hamlet,"[""חומסה אל-תחתא""]","[35.4373408, 32.1850708, 35.4625493, 32.213524]",חומסה אל-תחתא,358.6312460999874
חומש,village,"[""חומש""]","[35.187461, 32.3057545, 35.1979788, 32.3133971]",חומש,80.3833382800606
חוסן,village,"[""חוסן""]","[35.2896246, 32.9941844, 35.3027523, 33.0029882]",חוסן,115.57364525992563
חוסניה,village,"[""חוסניה""]","[35.3134035, 32.8955939, 35.328544, 32.9066409]",חוסניה,167.2571034999791
חופית,village,"[""חופית""]","[34.8696212, 32.3835196, 34.8804359, 32.38835]",חופית,52.23932688005432
חוקוק,village,"[""חוקוק""]","[35.4917508, 32.8763868, 35.498182, 32.8845238]",חוקוק,52.330674399998514
חורה,town,"[""חורה""]","[34.9162014, 31.2860745, 34.9535007, 31.3110825]",חורה,4663.904472000046
חורפיש,village,"[""חורפיש""]","[35.330431, 33.0113056, 35.3613078, 33.0240073]",חורפיש,392.1878505600474
חורשים,village,"[""חורשים""]","[34.967304, 32.1345116, 34.9736334, 32.1419702]",חורשים,47.208462839986495
חזון,village,"[""חזון""]","[35.3881907, 32.9013947, 35.399662, 32.9091186]",חזון,88.60317406999698
חיבת_ציון,village,"[""חיבת ציון""]","[34.9081307, 32.393948, 34.9148609, 32.4037565]",חיבת ציון,66.01316669998678
חילף,village,"[""חילף""]","[35.1420305, 32.738292, 35.155695, 32.7530877]",חילף,202.1758426500724
חיננית,village,"[""חיננית""]","[35.1699974, 32.477807, 35.1771106, 32.4828625]",חיננית,35.96078260002803
חיספין,village,"[""חיספין""]","[35.7864008, 32.8398835, 35.8000959, 32.8523188]",חיספין,170.30267702999438
חיפה,city,"[""חיפה""]","[34.9499666, 32.7579523, 35.0797444, 32.8427003]",חיפה,109984.08994399638
חלמיש_נווה_צוף,village,"[""חלמיש"", ""נווה צוף""]","[35.1212499, 32.0017347, 35.1312548, 32.0112306]",נווה צוף,95.00552990995955
חלץ,village,"[""חלץ""]","[34.6514837, 31.5724535, 34.6633152, 31.5824443]",חלץ,118.20615019996096
חמד,village,"[""חמד""]","[34.8279586, 32.0126099, 34.8480639, 32.0252598]",חמד,254.3300344699571
חמדון,village,"[""חמדון""]","[35.3622856, 32.8842856, 35.3666971, 32.8859508]",חמדון,7.346029800027754
חמדיה,village,"[""חמדיה""]","[35.5162901, 32.5162825, 35.5234216, 32.5231363]",חמדיה,48.87787469996109
חמדת,village,"[""חמדת""]","[35.52397, 32.2488357, 35.5290274, 32.2537489]",חמדת,24.84801767997748
חמדת_ימים,hamlet,"[""חמדת ימים""]","[35.4237204, 32.9483084, 35.4257589, 32.9498029]",חמדת ימים,1.5232691249979424
חמרה,village,"[""חמרה""]","[35.4346453, 32.1974904, 35.440834, 32.2026083]",חמרה,31.67314773002561
חניאל,village,"[""חניאל""]","[34.9431944, 32.3276935, 34.9552455, 32.338945]",חניאל,135.5929516499309
חניתה,village,"[""חניתה""]","[35.1691977, 33.0856676, 35.1801626, 33.0907692]",חניתה,55.9385338399819
חנתון,village,"[""חנתון""]","[35.2418549, 32.781261, 35.2488076, 32.7863401]",חנתון,35.31345856996979
חפץ_חיים,village,"[""חפץ חיים""]","[34.7968389, 31.7847198, 34.8055484, 31.7934101]",חפץ חיים,75.68816784999774
חפצי_בה_חפציבה,village,"[""חפצי-בה"", ""חפציבה""]","[35.4191681, 32.5151224, 35.4295857, 32.5227364]",חפצי-בה,79.31960639994026
חצב,village,"[""חצב""]","[34.7619865, 31.7724052, 34.7766469, 31.7904281]",חצב,264.22292316004524
חצבה,village,"[""חצבה""]","[35.2755042, 30.7618233, 35.2848202, 30.7748943]",חצבה,121.76943599997863
חצור_אשדוד,village,"[""חצור אשדוד""]","[34.715568, 31.7683731, 34.725767, 31.7778357]",חצור אשדוד,96.50905739999146
חצור_הגלילית,town,"[""חצור הגלילית""]","[35.5225658, 32.9748103, 35.5616347, 32.9953706]",חצור הגלילית,4016.341523349584
חצרים,village,"[""חצרים""]","[34.7097648, 31.2353073, 34.719329, 31.2431971]",חצרים,75.45962516000748
חרב_לאת,village,"[""חרב לאת""]","[34.9135166, 32.3979228, 34.9257063, 32.4055606]",חרב לאת,93.10249065997509
חרוצים,village,"[""חרוצים""]","[34.8616972, 32.2253309, 34.8672255, 32.2303362]",חרוצים,27.67079999001156
חרות,village,"[""חרות""]","[34.907035, 32.235579, 34.9220342, 32.2446609]",חרות,136.2212344799578
חריש,town,"[""חריש""]","[35.036437, 32.4512672, 35.0624768, 32.4717041]",חריש,2660.863943099947
חרמש,village,"[""חרמש""]","[35.1168234, 32.4219752, 35.1214838, 32.4255472]",חרמש,16.646948799988003
חרשים,village,"[""חרשים""]","[35.3252272, 32.953923, 35.3299645, 32.9592813]",חרשים,25.383874589999685
חשמונאים,village,"[""חשמונאים""]","[35.0189923, 31.926537, 35.0282568, 31.935039]",חשמונאים,78.76677900000394
טבחה,hamlet,"[""טבחה""]","[35.5483031, 32.8711656, 35.5528843, 32.8744511]",טבחה,7.525766300015944
טבריה,town,"[""טבריה""]","[35.4952814, 32.7540239, 35.5629787, 32.8121535]",טבריה,19676.0848504
טובא_זנגריה,village,"[""טובא זנגריה""]","[35.5739888, 32.9511655, 35.604841, 32.9789647]",טובא זנגריה,857.6664782398553
