key,place,name,bounds,query,score
כפר_מונש,village,"[""כפר מונש""]","[34.9077095, 32.3394784, 34.9214838, 32.3518056]",כפר מונש,169.79855095995006
כפר_מיימון_כפר_מימון,village,"[""כפר מיימון"", ""כפר מימון""]","[34.5321127, 31.4279982, 34.540979, 31.4334531]",כפר מיימון,48.36477987000737
כפר_מיסר,village,"[""כפר מיסר""]","[35.4186155, 32.6421654, 35.4274303, 32.648575]",כפר מיסר,56.499342079955724
כפר_מל_ל,village,"[""כפר מל״ל""]","[34.8912, 32.163589, 34.8963391, 32.172482]",כפר מל״ל,45.702016300010946
כפר_מנדא,village,"[""כפר מנדא""]","[35.2469687, 32.8005368, 35.2738207, 32.8177234]",כפר מנדא,461.4945831999597
כפר_מנחם,village,"[""כפר מנחם""]","[34.8271985, 31.7245993, 34.840256, 31.7371498]",כפר מנחם,163.87815374993392
כפר_מסריק,village,"[""כפר מסריק""]","[35.0958742, 32.8860398, 35.1027737, 32.8945172]",כפר מסריק,58.48982130005155
כפר_מעש,village,"[""כפר מעש""]","[34.881039, 32.0598855, 34.8948409, 32.0679485]",כפר מעש,111.28471969997605
כפר_מרדכי,village,"[""כפר מרדכי""]","[34.748065, 31.825377, 34.7637685, 31.8380596]",כפר מרדכי,199.16120910003383
כפר_נטר,village,"[""כפר נטר""]","[34.8625638, 32.2654834, 34.8797806, 32.2823845]",כפר נטר,290.98285847997
כפר_סאלד_כפר_סולד,village,"[""כפר סאלד"", ""כפר סולד""]","[35.6537373, 33.1893754, 35.6611247, 33.1997018]",כפר סאלד,76.28524735996488
כפר_סבא,city,"[""כפר סבא""]","[34.8850655, 32.159305, 34.9570232, 32.2011446]",כפר סבא,30106.813849196475
כפר_סומיע,village,"[""כפר סומיע""]","[35.3011325, 32.9757605, 35.3136895, 32.9862474]",כפר סומיע,131.68400330005647
כפר_סירקין,village,"[""כפר סירקין""]","[34.9147811, 32.0727664, 34.9314157, 32.0829528]",כפר סירקין,169.44668944006725
כפר_עבודה,village,"[""כפר עבודה""]","[34.9388969, 32.2542234, 34.9431831, 32.2608485]",כפר עבודה,28.39650361997498
כפר_עזה,village,"[""כפר עזה""]","[34.5265892, 31.4793107, 34.5403216, 31.4873389]",כפר עזה,110.24645368004171
כפר_עציון,village,"[""כפר עציון""]","[35.1130128, 31.64621, 35.1171887, 31.6547261]",כפר עציון,35.562381990004816
כפר_פינס,village,"[""כפר פינס""]","[34.9972535, 32.4806257, 35.0071097, 32.4891313]",כפר פינס,83.83289472000762
כפר_קאסם,village,"[""כפר קאסם""]","[34.9600326, 32.1048865, 34.9913541, 32.1252561]",כפר קאסם,638.0064264001552
כפר_קטן_גדול,village,"[""כפר קטן/גדול""]","[35.3122855, 32.9297971, 35.3228427, 32.939306]",כפר קטן/גדול,100.3873590800105
כפר_קיש,village,"[""כפר קיש""]","[35.4444862, 32.6623849, 35.4536228, 32.6717111]",כפר קיש,85.20975892001586
כפר_קרע,town,"[""כפר קרע""]","[35.0300412, 32.4909182, 35.0683919, 32.5173322]",כפר קרע,5064.976948999439
כפר_רופין,village,"[""כפר רופין""]","[35.5531049, 32.4532946, 35.5603584, 32.4612606]",כפר רופין,57.781381000002526
כפר_רות,village,"[""כפר רות""]","[35.0329499, 31.9076222, 35.0372371, 31.9127462]",כפר רות,21.967612800010492
כפר_רפאל,hamlet,"[""כפר רפאל""]","[34.746822, 31.2571843, 34.7490507, 31.2602655]",כפר רפאל,3.433535219994815
כפר_שיקומי_רוח_מדבר,,"[""כפר שיקומי רוח מדבר""]","[34.7318977, 30.9802628, 34.7350413, 30.9831143]",כפר שיקומי רוח מדבר,0.8963975400010171
כפר_שמאי,village,"[""כפר שמאי""]","[35.45455, 32.9503183, 35.4631096, 32.9629718]",כפר שמאי,108.30889860005733
כפר_שמואל,village,"[""כפר שמואל""]","[34.9224542, 31.881031, 34.9433786, 31.8987523]",כפר שמואל,370.8075697201312
כפר_תבור,village,"[""כפר תבור""]","[35.4143688, 32.6785677, 35.4302047, 32.7013725]",כפר תבור,361.1345323199118
כפר_תפוח,village,"[""כפר תפוח""]","[35.2474344, 32.1157778, 35.2527302, 32.1230922]",כפר תפוח,38.73559952002209
כפר_תקווה,village,"[""כפר תקווה""]","[35.1130603, 32.6999257, 35.1184677, 32.7032079]",כפר תקווה,17.748168279991468
כרי_דשא,village,"[""כרי דשא""]","[35.5370244, 32.8642751, 35.5400801, 32.868088]",כרי דשא,11.651078529989165
כרכום,village,"[""כרכום""]","[35.6054405, 32.9271157, 35.6107157, 32.9330837]",כרכום,31.482393599976493
כרם_בן_זמרה,village,"[""כרם בן זמרה""]","[35.4589069, 33.0346608, 35.4745154, 33.0419419]",כרם בן זמרה,113.64704934999529
כרם_בן_שמן,village,"[""כרם בן שמן""]","[34.9325887, 31.9573724, 34.9352267, 31.9602334]",כרם בן שמן,7.547318000011356
כרם_מהר_ל,village,"[""כרם מהר״ל""]","[34.9857656, 32.6404471, 34.9971285, 32.6522173]",כרם מהר״ל,133.7436055799492
כרם_שלום,village,"[""כרם שלום""]","[34.2818861, 31.2250167, 34.2860566, 31.2299856]",כרם שלום,20.72279744999512
כרמי_יוסף,village,"[""כרמי יוסף""]","[34.9133553, 31.839435, 34.9256803, 31.8554368]",כרמי יוסף,197.22218500004104
כרמי_צור,village,"[""כרמי צור""]","[35.0952305, 31.6055682, 35.1042924, 31.6117728]",כרמי צור,56.22546473999559
כרמי_קטיף,,"[""כרמי קטיף""]","[34.9081357, 31.5341816, 34.9168318, 31.5404482]",כרמי קטיף,5.449498025996591
כרמיאל,city,"[""כרמיאל""]","[35.2604753, 32.8926752, 35.3628482, 32.9322401]",כרמיאל,40503.73551210162
כרמיה,,"[""כרמיה""]","[34.538146, 31.6016721, 34.5461769, 31.6088074]",כרמיה,5.730288077002297
כרמים,village,"[""כרמים""]","[34.9152609, 31.3306138, 34.9221623, 31.3371918]",כרמים,45.39740919998594
כרמית,village,"[""כרמית""]","[34.8883524, 31.3265963, 34.8998947, 31.337903]",כרמית,130.50532340996924
כרמל,village,"[""כרמל""]","[35.1812913, 31.4245919, 35.1851953, 31.4340286]",כרמל,36.84087679999422
לבון,village,"[""לבון""]","[35.2836193, 32.9397345, 35.2896991, 32.9480375]",לבון,50.48057940000387
לביא,village,"[""לביא""]","[35.4374131, 32.7839914, 35.4456809, 32.7931379]",לביא,75.6214326999878
להב,village,"[""להב""]","[34.863575, 31.375558, 34.8744504, 31.3829566]",להב,80.46273444000674
להבה,village,"[""להבה""]","[35.242398, 32.1586489, 35.2511796, 32.1664895]",להבה,68.85301295994277
להבות_הבשן,village,"[""להבות הבשן""]","[35.6431222, 33.1364619, 35.6516902, 33.144919]",להבות הבשן,72.46043279998241
להבות_חביבה,village,"[""להבות חביבה""]","[35.006589, 32.3911057, 35.0126952, 32.3983604]",להבות חביבה,44.29864914006201
להבים,village,"[""להבים""]","[34.8003698, 31.3582099, 34.8253973, 31.3757929]",להבים,440.0585325000512
לוד,town,"[""לוד""]","[34.8612328, 31.9312009, 34.9210653, 31.9747654]",לוד,13032.86473124935
לוזית,village,"[""לוזית""]","[34.8816085, 31.6819809, 34.8920262, 31.6907762]",לוזית,91.6267968099726
לוחמי_הגטאות,village,"[""לוחמי הגטאות""]","[35.0936595, 32.9594714, 35.103271, 32.9681758]",לוחמי הגטאות,83.66234059997745
לוטם,village,"[""לוטם""]","[35.3535573, 32.8784711, 35.364882, 32.886841]",לוטם,94.7866065300039
לוטן,village,"[""לוטן""]","[35.0839367, 29.984044, 35.091171, 29.9906951]",לוטן,48.11605272999613
לי_און_שריגים,village,"[""לי און"", ""שריגים""]","[34.9314929, 31.6731243, 34.9380484, 31.6807928]",לי און,50.27085174996528
ליבנים,village,"[""ליבנים""]","[35.4913258, 32.8617369, 35.4997683, 32.8661482]",ליבנים,37.24240025001299
לימן,village,"[""לימן""]","[35.1088171, 33.0534784, 35.1202578, 33.0675051]",לימן,160.47526668986495
ליפגים,hamlet,"[""ליפגים""]","[35.3967356, 32.1187419, 35.4069096, 32.1252712]",ליפגים,33.2145490999815
לכיש,village,"[""לכיש""]","[34.831928, 31.5556577, 34.8475575, 31.567702]",לכיש,188.24638685002577
לפיד,village,"[""לפיד""]","[35.0282337, 31.9129057, 35.0370603, 31.9214383]",לפיד,75.31384715998085
לפידות,village,"[""לפידות""]","[35.2598154, 32.956733, 35.264284, 32.9609284]",לפידות,18.747564440013175
לקיה,,"[""לקיה""]","[34.8512179, 31.3108075, 34.8853412, 31.3377297]",לקיה,91.86743072599761
מאור,village,"[""מאור""]","[34.9987175, 32.4183283, 35.0142665, 32.4316366]",מאור,206.93075669997708
מאיר_שפיה,village,"[""מאיר שפיה""]","[34.9683361, 32.5878374, 34.9732376, 32.5937591]",מאיר שפיה,29.025212549981916
מבוא_ביתר,village,"[""מבוא ביתר""]","[35.1028194, 31.7188694, 35.1104614, 31.7250161]",מבוא ביתר,46.97308139999839
מבוא_דותן,village,"[""מבוא דותן""]","[35.1709405, 32.4185253, 35.1811288, 32.4219897]",מבוא דותן,35.29634651999578
מבוא_חורון,village,"[""מבוא חורון""]","[35.0294557, 31.8470098, 35.0400103, 31.8536573]",מבוא חורון,70.16170349998995
מבוא_חמה,village,"[""מבוא חמה""]","[35.652079, 32.7337339, 35.6590434, 32.7444612]",מבוא חמה,74.70920812005575
מבוא_מודיעים,,"[""מבוא מודיעים""]","[34.98453, 31.9327296, 34.9894821, 31.9359774]",מבוא מודיעים,1.6083430379992625
מבואות_יריחו,village,"[""מבואות יריחו""]","[35.4128495, 31.9042708, 35.4191204, 31.91025]",מבואות יריחו,37.49496527999627
מבועים,village,"[""מבועים""]","[34.6517927, 31.44535, 34.6588426, 31.4526871]",מבועים,51.72582128996928
מבטחים,village,"[""מבטחים""]","[34.4013983, 31.2329914, 34.414896, 31.2464302]",מבטחים,181.39289076001975
מבקיעים,village,"[""מבקיעים""]","[34.5737422, 31.619202, 34.5808291, 31.6250189]",מבקיעים,41.22378861002046
מבשרת_ציון,village,"[""מבשרת ציון""]","[35.140724, 31.7968814, 35.168124, 31.8110194]",מבשרת ציון,387.3811999999765
מג_ד_אל_כרום,village,"[""מג׳ד אל-כרום""]","[35.2371342, 32.916523, 35.2706248, 32.9275966]",מג׳ד אל-כרום,370.86150816010877
מג_דל_שמס,village,"[""מג׳דל שמס""]","[35.7591592, 33.2589439, 35.7778017, 33.2781076]",מג׳דל שמס,357.25927724997257
מגאר,village,"[""מגאר""]","[35.3926003, 32.8731281, 35.434925, 32.898521]",מגאר,1074.7468746300424
מגד_שמים,hamlet,"[""מגד שמים""]","[35.2422472, 32.1643466, 35.2475265, 32.1671117]",מגד שמים,7.298896214991265
מגדים,village,"[""מגדים""]","[34.9504863, 32.7202239, 34.9653305, 32.7380271]",מגדים,264.2742614399191
מגדל,village,"[""מגדל""]","[35.4912027, 32.8336252, 35.5104287, 32.8478978]",מגדל,274.40500759991085
מגדל_העמק,town,"[""מגדל העמק""]","[35.2291228, 32.6693702, 35.2592475, 32.6908606]",מגדל העמק,3236.9592643998267
מגדל_עוז,village,"[""מגדל עוז""]","[35.1387202, 31.638441, 35.1468646, 31.6427007]",מגדל עוז,34.69270067998493
מגדלים,village,"[""מגדלים""]","[35.340464, 32.0882652, 35.3445122, 32.0930459]",מגדלים,19.353229739989576
מגידו,village,"[""מגידו""]","[35.1761222, 32.5752865, 35.1836513, 32.5844846]",מגידו,69.25341471003934
מגל,village,"[""מגל""]","[35.0267662, 32.3825664, 35.039647, 32.3888819]",מגל,81.34869240002425
מגן,village,"[""מגן""]","[34.422349, 31.2947931, 34.4349277, 31.307311]",מגן,157.45890873006
מגן_שאול,village,"[""מגן שאול""]","[35.3006361, 32.5164851, 35.3128525, 32.5254773]",מגן שאול,109.8523120800172
מגשימים,village,"[""מגשימים""]","[34.8919035, 32.0415064, 34.9049843, 32.0529427]",מגשימים,149.59595304004733
מדרך_עוז,village,"[""מדרך עוז""]","[35.1512295, 32.589951, 35.1653785, 32.604307]",מדרך עוז,203.1230440000384
מדרשת_בן_גוריון_מדרשת_בן_גוריון,village,"[""מדרשת בן גוריון"", ""מדרשת בן-גוריון""]","[34.7745067, 30.84764, 34.7908681, 30.857953]",מדרשת בן גוריון,168.73511819993698
מודיעין_מודיעין_מכבים_רעות,city,"[""מודיעין"", ""מודיעין-מכבים-רעות""]","[34.9737868, 31.8766918, 35.0390459, 31.921001]",מודיעין-מכבים-רעות,28915.78513719988
מודיעין_עילית,town,"[""מודיעין עילית""]","[35.0348842, 31.921365, 35.0556372, 31.9429355]",מודיעין עילית,2238.262932499831
מולדת,village,"[""מולדת""]","[35.4353307, 32.5814736, 35.4486674, 32.590832]",מולדת,124.81017327991901
מוסמוס_מוצמוץ,village,"[""מוסמוס"", ""מוצמוץ""]","[35.1501781, 32.5370273, 35.1623432, 32.5499967]",מוסמוס,157.77404794009058
מועאוויה,village,"[""מועאוויה""]","[35.0944183, 32.5277985, 35.1135452, 32.5341254]",מועאוויה,121.01398360993235
מועצה_אזורית_גולן,,"[""מועצה אזורית גולן""]","[35.6133177, 32.6821334, 35.8950234, 33.3356317]",מועצה אזורית גולן,18409.419605030827
מוצא,village,"[""מוצא""]","[35.1668972, 31.7899587, 35.1709865, 31.7955138]",מוצא,22.716470429977214
מוצא_עילית,village,"[""מוצא עילית""]","[35.1515319, 31.7913527, 35.1623524, 31.7968057]",מוצא עילית,59.00418649999875
מוקיבלה,village,"[""מוקיבלה""]","[35.2865159, 32.5106194, 35.303075, 32.5170321]",מוקיבלה,106.18854056998819
מורן,village,"[""מורן""]","[35.3902522, 32.9141163, 35.3989975, 32.9245688]",מורן,91.41024825000706
מורשת,village,"[""מורשת""]","[35.2285879, 32.8226173, 35.2380516, 32.8309623]",מורשת,78.97457650003415
מושב_מרחביה,village,"[""מושב מרחביה""]","[35.3108782, 32.5970995, 35.323615, 32.6113192]",מושב מרחביה,181.11347495996233
מושיירפה,village,"[""מושיירפה""]","[35.1453916, 32.5492371, 35.1658622, 32.5576111]",מושיירפה,171.42080440003596
מזור,village,"[""מזור""]","[34.9182805, 32.0453508, 34.9336037, 32.0570214]",מזור,178.83093792000363
מזכרת_בתיה,town,"[""מזכרת בתיה""]","[34.8338255, 31.8390452, 34.8566457, 31.8579221]",מזכרת בתיה,2153.8731668996734
מזרע,village,"[""מזרע""]","[35.2818808, 32.6468823, 35.2912793, 32.655165]",מזרע,77.84495594992252
מזרעה,village,"[""מזרעה""]","[35.0955293, 32.9794913, 35.1090733, 32.987734]",מזרעה,111.63912880001882
מחולה,village,"[""מחולה""]","[35.511514, 32.3628604, 35.5198988, 32.3685876]",מחולה,48.0214265599722
מחניים,village,"[""מחניים""]","[35.5666386, 32.9858646, 35.5769308, 32.9917428]",מחניים,60.49961003999111
מחסיה,village,"[""מחסיה""]","[35.002785, 31.7445336, 35.0103357, 31.75155]",מחסיה,52.97873147998081
מטולה,village,"[""מטולה""]","[35.5566675, 33.2479139, 35.5965683, 33.2904182]",מטולה,1695.9555734398136
מטע,village,"[""מטע""]","[35.0577901, 31.712728, 35.0666604, 31.7221232]",מטע,83.33824256005042
מי_עמי,village,"[""מי עמי""]","[35.1438685, 32.5032237, 35.1508632, 32.5064505]",מי עמי,22.570497960001077
מיטב,village,"[""מיטב""]","[35.2948949, 32.5411645, 35.3058126, 32.551319]",מיטב,110.86378464998874
מייסר,village,"[""מייסר""]","[35.0380367, 32.442079, 35.0467062, 32.4477304]",מייסר,48.99481230000091
מיצד,village,"[""מיצד""]","[35.1852943, 31.5809848, 35.1906492, 31.5886035]",מיצד,40.79737663001292
מיצר,village,"[""מיצר""]","[35.733806, 32.766012, 35.7399958, 32.7708052]",מיצר,29.66894935997315
מירב,village,"[""מירב""]","[35.4179484, 32.4496203, 35.4254006, 32.4560965]",מירב,48.26193764003144
מירון,village,"[""מירון""]","[35.4338214, 32.979874, 35.4443782, 32.9950564]",מירון,160.27756032005618
מישור_אדומים,village,"[""מישור אדומים""]","[35.3276248, 31.8020409, 35.3315005, 31.8054197]",מישור אדומים,13.09521515998261
מישר,village,"[""מישר""]","[34.7478347, 31.8121342, 34.7619912, 31.8257077]",מישר,192.15325274997613
מית_לון,village,"[""מית׳לון""]","[35.2577537, 32.3387336, 35.2824272, 32.3572229]",מית׳לון,456.19574354994654
מכורה,,"[""מכורה""]","[35.4201718, 32.1629129, 35.4260248, 32.1671872]",מכורה,2.5017477900000635
מכחול,village,"[""מכחול""]","[35.0740657, 31.2863639, 35.0766406, 31.2895913]",מכחול,8.31023225999719
מכמורת,village,"[""מכמורת""]","[34.866211, 32.3996683, 34.879467, 32.4100757]",מכמורת,137.96049439996045
מכמנים,village,"[""מכמנים""]","[35.3211862, 32.9043515, 35.333398, 32.9093308]",מכמנים,60.8062157400417
מלואה,village,"[""מלואה""]","[35.232728, 32.5579132, 35.2418183, 32.5685214]",מלואה,96.43172045996758
מלילות,village,"[""מלילות""]","[34.5895913, 31.383579, 34.6006246, 31.3937379]",מלילות,112.08619137001608
מלכיה,village,"[""מלכיה""]","[35.5082198, 33.0936506, 35.5160123, 33.1030824]",מלכיה,73.49730150001919
מלכישוע,village,"[""מלכישוע""]","[35.4111878, 32.4372189, 35.4148924, 32.4404513]",מלכישוע,11.974749040002857
מנוחה,village,"[""מנוחה""]","[34.7734713, 31.6505908, 34.7805558, 31.662205]",מנוחה,82.28079990005851
מנוף,village,"[""מנוף""]","[35.2328796, 32.8505038, 35.2398244, 32.8566557]",מנוף,42.723715120033106
מנות,village,"[""מנות""]","[35.1904717, 33.0353249, 35.199132, 33.0412614]",מנות,51.41187095000934
מנחמיה,village,"[""מנחמיה""]","[35.5506968, 32.6577877, 35.5602962, 32.6790903]",מנחמיה,204.4921784401165
מנרה,village,"[""מנרה""]","[35.5423519, 33.1944447, 35.5468046, 33.1997716]",מנרה,23.719087630008847
מנשייה_זבדה,village,"[""מנשייה זבדה""]","[35.1903571, 32.7020272, 35.1970516, 32.7087694]",מנשייה זבדה,45.135657899998385
מסד,village,"[""מסד""]","[35.420179, 32.8421162, 35.4288954, 32.8455042]",מסד,29.531163200024114
מסדה,village,"[""מסדה""]","[35.5952959, 32.6800221, 35.6012122, 32.6863292]",מסדה,37.314695729976556
מסילות,village,"[""מסילות""]","[35.4700769, 32.4911728, 35.4796117, 32.4985917]",מסילות,70.73772771995667
מסילת_ציון,village,"[""מסילת ציון""]","[35.0070614, 31.7968231, 35.0169736, 31.8054793]",מסילת ציון,85.80198563999205
מסלול,village,"[""מסלול""]","[34.5838168, 31.3169471, 34.5948812, 31.3300089]",מסלול,144.52097992001896
מסעדה,village,"[""מסעדה""]","[35.7422515, 33.207618, 35.8068793, 33.2531662]",מסעדה,2943.6799599602386
מעברות,village,"[""מעברות""]","[34.9023304, 32.3593549, 34.9075126, 32.3676702]",מעברות,43.091547659998966
מעגלים,village,"[""מעגלים""]","[34.5949772, 31.3920049, 34.6028758, 31.4011921]",מעגלים,72.5660179199704
מעגן,village,"[""מעגן""]","[35.5978317, 32.7047009, 35.6044309, 32.70961]",מעגן,32.39613271997664
מעגן_מיכאל,KIBBUTZ,"[""מעגן מיכאל""]","[34.9121456, 32.5497044, 34.9201548, 32.5610896]",מעגן מיכאל,9.118634383995555
מעוז_אסתר,hamlet,"[""מעוז אסתר""]","[35.3403487, 31.9635726, 35.3571863, 31.9738236]",מעוז אסתר,86.30111880001394
מעוז_חיים,village,"[""מעוז חיים""]","[35.5468587, 32.4903099, 35.5538978, 32.4964214]",מעוז חיים,43.01945965002112
מעוז_צבי,hamlet,"[""מעוז צבי""]","[35.1642451, 32.4238155, 35.1660432, 32.4256086]",מעוז צבי,1.6120865549894472
מעוז_ציון,village,"[""מעוז ציון""]","[35.1322957, 31.7865155, 35.1519262, 31.7985109]",מעוז ציון,235.4756996999771
מעון,village,"[""מעון""]","[35.158335, 31.4116176, 35.166195, 31.4159987]",מעון,34.43544600000226
מעונה,village,"[""מעונה""]","[35.2530946, 33.0106543, 35.2657181, 33.0222051]",מעונה,145.8115238000673
מעיין_ברוך,village,"[""מעיין ברוך""]","[35.6029007, 33.2367075, 35.6123711, 33.2437257]",מעיין ברוך,66.4651612799607
מעיין_צבי,village,"[""מעיין צבי""]","[34.9380546, 32.563904, 34.9430316, 32.5707944]",מעיין צבי,34.293520799957584
מעיליא,village,"[""מעיליא""]","[35.247779, 33.0231919, 35.2633943, 33.0328882]",מעיליא,151.4106333900291
מעלה_אדומים,city,"[""מעלה אדומים""]","[35.2892688, 31.7631938, 35.3197949, 31.7978009]",מעלה אדומים,10564.197953098206
מעלה_אפרים,village,"[""מעלה אפרים""]","[35.3998574, 32.068, 35.4082344, 32.0750751]",מעלה אפרים,59.26811269998374
מעלה_גלבוע,village,"[""מעלה גלבוע""]","[35.4121475, 32.4725261, 35.4257266, 32.4795677]",מעלה גלבוע,95.61859055987357
מעלה_גמלא,village,"[""מעלה גמלא""]","[35.6796661, 32.882307, 35.6896765, 32.8935377]",מעלה גמלא,112.42379928004418
מעלה_החמישה,village,"[""מעלה החמישה""]","[35.1020482, 31.8159391, 35.1141319, 31.8215634]",מעלה החמישה,67.96235390995706
מעלה_חבר_פני_חבר,hamlet,"[""מעלה חבר"", ""פני חבר""]","[35.1634641, 31.4821647, 35.1673328, 31.488856]",מעלה חבר,12.943316154993793
מעלה_לבונה,village,"[""מעלה לבונה""]","[35.2371114, 32.052546, 35.243368, 32.0572087]",מעלה לבונה,29.172648819951444
מעלה_מכמש,village,"[""מעלה מכמש""]","[35.3035513, 31.8739815, 35.3098958, 31.884035]",מעלה מכמש,63.784430749982434
מעלה_עמוס,village,"[""מעלה עמוס""]","[35.2253865, 31.5942465, 35.232723, 31.5990585]",מעלה עמוס,35.30323800001308
מעלה_צביה,village,"[""מעלה צביה""]","[35.3285297, 32.88742, 35.3341177, 32.892254]",מעלה צביה,27.01239200002835
מעלה_רחבעם,village,"[""מעלה רחבעם""]","[35.257075, 31.6463307, 35.2595043, 31.6493486]",מעלה רחבעם,7.331384470007848
מעלות_תרשיחא,town,"[""מעלות תרשיחא""]","[35.1836001, 32.9990911, 35.3077143, 33.0294935]",מעלות תרשיחא,18866.847770400054
מענית,village,"[""מענית""]","[35.0238073, 32.4529702, 35.0327469, 32.4607071]",מענית,69.16479123996263
מפלסים,village,"[""מפלסים""]","[34.5566684, 31.4984098, 34.5716584, 31.5050687]",מפלסים,99.81691099995138
מצובה,village,"[""מצובה""]","[35.1514583, 33.059451, 35.1629155, 33.0665869]",מצובה,81.75743347990243
מצוקי_דרגות,village,"[""מצוקי דרגות""]","[35.3908709, 31.589949, 35.3946346, 31.5922466]",מצוקי דרגות,8.647477119995457
מצליח,village,"[""מצליח""]","[34.8641329, 31.9018445, 34.8838525, 31.9131652]",מצליח,223.23967572006944
מצפה,village,"[""מצפה""]","[35.5065078, 32.7883644, 35.512942, 32.7920619]",מצפה,23.79045450001189
מצפה_אביב_מצפה_אבי_ב,village,"[""מצפה אביב"", ""מצפה אבי״ב""]","[35.1948133, 32.8294441, 35.2088758, 32.8406693]",מצפה אבי״ב,157.85437499999318
מצפה_אילן,suburb,"[""מצפה אילן""]","[35.0667519, 32.4602921, 35.0721091, 32.4651651]",מצפה אילן,2.6105635600012875
מצפה_דני,village,"[""מצפה דני""]","[35.3134162, 31.877184, 35.3163291, 31.8829054]",מצפה דני,16.665866059986854
מצפה_הילה,village,"[""מצפה הילה""]","[35.2396277, 33.0338879, 35.2487601, 33.0391734]",מצפה הילה,48.26930019998699
מצפה_חגית,hamlet,"[""מצפה חגית""]","[35.3366078, 31.850424, 35.3398737, 31.8523734]",מצפה חגית,3.183272729996824
מצפה_יצהר,hamlet,"[""מצפה יצהר""]","[35.2453125, 32.1537993, 35.2512803, 32.1597496]",מצפה יצהר,17.75510016998654
מצפה_יריחו,village,"[""מצפה יריחו""]","[35.3905123, 31.8112687, 35.3986157, 31.8208009]",מצפה יריחו,77.2432294800204
מצפה_נטופה,village,"[""מצפה נטופה""]","[35.3814059, 32.7998653, 35.3927394, 32.804899]",מצפה נטופה,57.049438950014554
מצפה_רמון,town,"[""מצפה רמון""]","[34.7912611, 30.6028362, 34.80849, 30.6220616]",מצפה רמון,1656.1624702999104
מצפה_שלם,village,"[""מצפה שלם""]","[35.398822, 31.567036, 35.4022662, 31.5726081]",מצפה שלם,19.191426819977885
מצר,village,"[""מצר""]","[35.0447723, 32.4373319, 35.0518441, 32.443695]",מצר,44.99857058000124
מרג_ה,village,"[""מרג׳ה""]","[35.0358695, 32.3499857, 35.0454756, 32.3637259]",מרג׳ה,131.98973522009464
מרגליות,village,"[""מרגליות""]","[35.540283, 33.2093219, 35.5497925, 33.2193603]",מרגליות,95.46016479999219
מרום_גולן,village,"[""מרום גולן""]","[35.772104, 33.1289408, 35.7808422, 33.1368661]",מרום גולן,69.25285645999676
מרחב_עם,village,"[""מרחב עם""]","[34.8256116, 30.88588, 34.8325929, 30.8924504]",מרחב עם,45.86993352000518
מרכז_שפירא,village,"[""מרכז שפירא""]","[34.7023304, 31.6887708, 34.7160067, 31.70101]",מרכז שפירא,167.38697095999942
משאבי_שדה,village,"[""משאבי שדה""]","[34.783204, 30.9992772, 34.7897839, 31.0092256]",משאבי שדה,65.45947716004817
משאיח_א_סעדיה,village,"[""משאיח א סעדיה""]","[35.1532274, 32.7391839, 35.1612955, 32.7455371]",משאיח א סעדיה,51.258252920013064
משגב_דב,village,"[""משגב דב""]","[34.7334063, 31.8131908, 34.7457396, 31.8261003]",משגב דב,159.216736350012
משגב_עם,village,"[""משגב עם""]","[35.546728, 33.2449941, 35.5508136, 33.2503748]",משגב עם,21.983387919993937
משהד,town,"[""משהד""]","[35.314461, 32.7304478, 35.3337048, 32.7504503]",משהד,1924.6205474995083
משואה,village,"[""משואה""]","[35.4878977, 32.1084293, 35.4944073, 32.1175243]",משואה,59.20481200002364
משואות_יצחק,village,"[""משואות יצחק""]","[34.68551, 31.6993369, 34.6978294, 31.7065582]",משואות יצחק,88.96208322003397
משכיות,village,"[""משכיות""]","[35.4998109, 32.3158535, 35.5038423, 32.3207126]",משכיות,19.588975740000695
משמר_איילון,village,"[""משמר איילון""]","[34.9373943, 31.8665092, 34.9510695, 31.8767357]",משמר איילון,139.849432800039
משמר_דוד,village,"[""משמר דוד""]","[34.8976773, 31.8193181, 34.9047929, 31.8267664]",משמר דוד,52.99912347999143
משמר_הירדן,village,"[""משמר הירדן""]","[35.5948558, 33.0001763, 35.6049973, 33.0092668]",משמר הירדן,92.19130575002062
משמר_הנגב,village,"[""משמר הנגב""]","[34.7121604, 31.3601579, 34.723386, 31.3695716]",משמר הנגב,105.6744307199578
משמר_העמק,village,"[""משמר העמק""]","[35.1367098, 32.6052436, 35.1510388, 32.6149543]",משמר העמק,139.14462030002633
משמר_השבעה,village,"[""משמר השבעה""]","[34.8159854, 32.0038956, 34.8330088, 32.0166363]",משמר השבעה,216.89003238002476
משמר_השרון,village,"[""משמר השרון""]","[34.9005523, 32.3534732, 34.9086767, 32.3608079]",משמר השרון,59.59003667995102
משמרות,village,"[""משמרות""]","[34.9799758, 32.4846628, 34.9882305, 32.4924866]",משמרות,64.58312185999088
משמרת,village,"[""משמרת""]","[34.9118088, 32.2213788, 34.9271185, 32.2341236]",משמרת,195.11906455995052
משען,village,"[""משען""]","[34.6167374, 31.6515056, 34.6311999, 31.6626357]",משען,160.96907124999146
מתן,village,"[""מתן""]","[34.968036, 32.1495631, 34.9770777, 32.1641076]",מתן,131.50700565006082
מתת,village,"[""מתת""]","[35.3541869, 33.0376443, 35.3610614, 33.0439755]",מתת,43.52383440000491
מתתיהו,village,"[""מתתיהו""]","[35.0317204, 31.927952, 35.0378797, 31.9318618]",מתתיהו,24.08163113999372
